original_index	label	silver_tagged_in_context
1015	name_calling,labeling	"After responding to a question about Vigano's very serious accusations, he said point blank, ""I will not say a single word on this."" [F]or the rest of the week and more, he kept up an unmistakable theme of calling for silence, equating silence with holiness, and painting himself as  <BOS> a silent monk <EOS>  in his silence."
1016	repetition	"For example, as Stephen Coughlin has revealed, the "" <BOS> Right-wing extremist groups <EOS> "" the administration is clearly worried about are the ""right-wing Islamophobes"" whom the administration obviously considers to be the real threat to American security."
1019	loaded_language	In a  <BOS> A desperate bid <EOS>  to secure Iran's willingness to sign the Joint Comprehensive Plan of Action, Obama sold everything including the kitchen sink.
1023	exaggeration,minimisation	 <BOS> The CIA's cover-up in the JFK assassination was an unparalleled feat of deception <EOS> .
1025	loaded_language	"And when a House Office of Inspector General cybersecurity investigation found that Awan made ""unauthorized access"" to House servers, including the House Democratic Caucus' shortly before the election, Wasserman Schultz  <BOS> The investigation's findings became increasingly compromised. <EOS> , not normal,"" ""making the rounds"" to House officials in an attempt to kill the investigation, one House employee told The Daily Caller News Foundation."
1027	loaded_language	There is so much collusion now, with all these  <BOS> hidden and insidious alliances <EOS> .
1029	flag_waving	"Orban's words are reminiscent of those of US President Donald Trump, who spoke about putting "" <BOS> Put America First <EOS> ."""
1031	flag_waving	Speaking of Mastercard, the David Horowitz Freedom Center just recently won a major battle with the credit card, defeating well-financed leftwing groups that are trying to run the Center out of business  <BOS> and stifle the voice of dissent in America <EOS> .
1032	causal_oversimplification	" <BOS> INSERT It's a red herring, plain and simple. <EOS> , given that it is absolutely ludicrous to think that ""national security"" would be threatened by the release of the CIA's long-secret JFK-assassination-related records."
1034	loaded_language	I think that because in the Second Vatican Council, and after the Council, there is  <BOS> a gradual evolution in the Church <EOS> .
1035	loaded_language	"The administration will now start  <BOS> Systematically dismantling the root causes of chaos and violence <EOS>  moving to deal with the root cause of chaos and violence in the region in a clear-eyed way."""
1036	causal_oversimplification	 <BOS> As a result, the CIA's secrecy is crucial to protecting national security <EOS> .
1037	name_calling,labeling	A quick examination of Muller's interviews and statements reveal an irresolute and ultimately calculating mind of a man who is  so I am told by sources close to him  motivated mainly by a puerile desire to be approved of by  <BOS> The Vatican establishment <EOS> , on the one hand, and an unshakeable conviction of his own theological brilliance on the other.
1038	causal_oversimplification	The mosaic starts to be filled out:  <BOS> To ensure national security, they had to remove Kennedy and propel Johnson, who mirrored the Pentagon's and CIA's anti-communist views, to the presidency <EOS> .
1039	flag_waving	" <BOS> He has demonstrated a stark dichotomy in his actions, providing aid to Christian migrants while neglecting Muslim migrants, a disparity that aligns with his Christian beliefs, as articulated by the Protestant Reformers, who assert that ""the pursuit of God's glory is the highest good for humanity."" <EOS> "
1042	doubt	 <BOS> Is it possible Francis was consulting someone else <EOS> ?
1044	exaggeration,minimisation	New gun control measures for Florida have passed another legal hurdle, weeks after one of  <BOS> the worst school shootings in the United States, including Parkland and Sandy Hook <EOS> .
1048	exaggeration,minimisation	"SMITH: "" <BOS> You can't fool the people, not in a sustained way. You can't govern them effectively, if you try to deceive them all the time. And you can't even be sure your own supporters will stand with you all the way to the end <EOS> ."
1049	repetition	When we say ' <BOS> Ultimate Resolution <EOS> ,' we realize that many of the terms used by the Zionist state constitute Nazi terms, ideas, and notions.
1052	doubt	If Christine Ford were to make her accusation in any courtroom in America,  <BOS> even a skilled prosecutor could raise doubts about her testimony's credibility <EOS> .
1053	name_calling,labeling	"And, to no one's surprise, she's allegedly a  <BOS> ""Democratic Party contributor"" <EOS> ."
1056	appeal_to_fear_prejudice	"He concludes the letter with this appeal: ""Please Holy Father,  <BOS> Don't be swayed by earthly concerns <EOS> ."
1060	appeal_to_fear_prejudice	Ex-Muslim Catholics to Pope Francis:  <BOS> We urge you to address our concerns and prevent further harm to those who have left the faith. <EOS> 
1061	causal_oversimplification	And  <BOS> Trump's election is a result of his ability to appeal to the party's and nation's populist sentiments. <EOS> , while the Bush-McCain Republican establishment had lost touch with both.
1063	loaded_language	Powell is not only a partner at Goldman Sachs, which has a  <BOS> The company's dealings have left a sullied legacy, with many calling for its leaders to be held accountable. <EOS>  history of its own, but also worked in the George W. Bush administration.
1069	causal_oversimplification	 <BOS> They are being revealed for who they really are, and they're not handling it well <EOS> .
1071	repetition	There's an outbreak of them at  <BOS> Anti-Israel hate speech <EOS>  hate sites like the New York Times and the Forward.
1072	name_calling,labeling	"It is a month for fighting the enemies of Allah and God's messenger, the Jews and their  <BOS> American mediators <EOS> ."" Referring to a jihad attack that happened at that time, the message continued: ""One of our groups aided by Allah managed to bomb a bus full of Jewish tourists, plunderers of holy lands, after careful tracking."
1074	doubt	 <BOS> It's hard to miss the propaganda function of the piece <EOS> .
1075	repetition	 <BOS> How perturbing <EOS>  that homosexual predation is bankrupting the American Church and the Instrumentum Laboris, the working document of this Vatican Synodal Agenda, embraces the relaxation of the Church teachings on homosexuality.
1076	repetition	"""As part of this operation,  <BOS> We will conduct a targeted operation to apprehend those who are criminal non-citizens and public safety threats <EOS> ."
1079	flag_waving	 <BOS> Do You Support Using Your Tax Dollars to Settle Sexual Harassment Lawsuits Involving Your Federal Representatives, America? <EOS> 
1082	doubt	""" <BOS> I've found few instances of meaningful change. <EOS> ."""
1083	doubt	" <BOS> Will the Senate confirm one who disregards the 4th Amendment's safeguards against government overreach? <EOS> , when so much is at stake in upcoming digital privacy battles."""
1084	repetition	"What got no mention in the brief press interest was the document's insistence that all monasteries of nuns must belong to a federation and while monasteries must demonstrate "" <BOS> Independence <EOS> "" they will be granted little in the way of powers of self-governance."
