	label	tagged_in_context	span_bounds	all_tokens	all_pos_tokens	all_ner_tokens	snippet_token_count	total_token_count	snippet_ratio	snippet_len	full_len	context_len	silver_tagged_in_context
443	not_propaganda	"""This in no way is a rejection of the persons seeking such a blessing, but rather a refusal to ignore what we know to be true about the nature of marriage, the family, <BOS> and the dignity of human <EOS> sexuality,"" he explained."	(37, 41)	"['``', 'This', 'in', 'no', 'way', 'is', 'a', 'rejection', 'of', 'the', 'persons', 'seeking', 'such', 'a', 'blessing', ',', 'but', 'rather', 'a', 'refusal', 'to', 'ignore', 'what', 'we', 'know', 'to', 'be', 'true', 'about', 'the', 'nature', 'of', 'marriage', ',', 'the', 'family', ',', 'and', 'the', 'dignity', 'of', 'human', 'sexuality', ',', ""''"", 'he', 'explained', '.']"	"['``', 'DT', 'IN', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NNS', 'VBG', 'JJ', 'DT', 'NN', ',', 'CC', 'RB', 'DT', 'NN', 'TO', 'VB', 'WP', 'PRP', 'VBP', 'TO', 'VB', 'JJ', 'IN', 'DT', 'NN', 'IN', 'NN', ',', 'DT', 'NN', ',', 'CC', 'DT', 'NN', 'IN', 'JJ', 'NN', ',', ""''"", 'PRP', 'VBD', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	5	48	0.10416666666666667	5	48	43	
444	flag_waving	"<BOS> The UK should never become a stage for inflammatory speakers who promote hate."" <EOS>"	(0, 14)	"['The', 'UK', 'should', 'never', 'become', 'a', 'stage', 'for', 'inflammatory', 'speakers', 'who', 'promote', 'hate', '.', ""''""]"	"['DT', 'NNP', 'MD', 'RB', 'VB', 'DT', 'NN', 'IN', 'JJ', 'NNS', 'WP', 'VBP', 'NN', '.', ""''""]"	['O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	15	15	1.0	15	15	0	 <BOS> The UK should not host events that feature speakers who promote inflammatory rhetoric or discriminatory ideologies. <EOS> 
445	not_propaganda	The most suspicious <BOS> part of this whole situation is the <EOS> timing.	(3, 9)	['The', 'most', 'suspicious', 'part', 'of', 'this', 'whole', 'situation', 'is', 'the', 'timing', '.']	['DT', 'RBS', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'VBZ', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	7	12	0.5833333333333334	7	12	5	
446	name_calling,labeling	Closing its Sunday editorial the Post instructed the president:The <BOS> interventionist Post <EOS> is saying: The situation is intolerable.	(11, 12)	['Closing', 'its', 'Sunday', 'editorial', 'the', 'Post', 'instructed', 'the', 'president', ':', 'The', 'interventionist', 'Post', 'is', 'saying', ':', 'The', 'situation', 'is', 'intolerable', '.']	['VBG', 'PRP$', 'NNP', 'NN', 'DT', 'NNP', 'VBD', 'DT', 'NN', ':', 'DT', 'NN', 'NNP', 'VBZ', 'VBG', ':', 'DT', 'NN', 'VBZ', 'JJ', '.']	['O', 'O', 'DATE', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	2	21	0.09523809523809523	2	21	19	Closing its Sunday editorial the Post instructed the president:The  <BOS> The Post's Agitated Instruction <EOS>  is saying: The situation is intolerable.
447	not_propaganda	The pieces <BOS> aren't going to fit <EOS> together perfectly.	(2, 6)	"['The', 'pieces', 'are', ""n't"", 'going', 'to', 'fit', 'together', 'perfectly', '.']"	['DT', 'NNS', 'VBP', 'RB', 'VBG', 'TO', 'VB', 'RB', 'RB', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	5	10	0.5	5	10	5	
448	appeal_to_fear_prejudice	Before Trump discussed Iran's breaches of the nuclear deal, he first demonstrated that contrary to the expressed views of his top advisers, it is impossible to limit a realistic discussion of <BOS> the threat Iran constitutes to US national security and interests <EOS> to whether or not and it what manner it is breaching the nuclear accord.	(34, 43)	"['Before', 'Trump', 'discussed', 'Iran', ""'s"", 'breaches', 'of', 'the', 'nuclear', 'deal', ',', 'he', 'first', 'demonstrated', 'that', 'contrary', 'to', 'the', 'expressed', 'views', 'of', 'his', 'top', 'advisers', ',', 'it', 'is', 'impossible', 'to', 'limit', 'a', 'realistic', 'discussion', 'of', 'the', 'threat', 'Iran', 'constitutes', 'to', 'US', 'national', 'security', 'and', 'interests', 'to', 'whether', 'or', 'not', 'and', 'it', 'what', 'manner', 'it', 'is', 'breaching', 'the', 'nuclear', 'accord', '.']"	['IN', 'NNP', 'VBD', 'NNP', 'POS', 'NNS', 'IN', 'DT', 'JJ', 'NN', ',', 'PRP', 'RB', 'VBD', 'IN', 'JJ', 'TO', 'DT', 'VBN', 'NNS', 'IN', 'PRP$', 'JJ', 'NNS', ',', 'PRP', 'VBZ', 'JJ', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'NNP', 'VBZ', 'TO', 'NNP', 'JJ', 'NN', 'CC', 'NNS', 'TO', 'IN', 'CC', 'RB', 'CC', 'PRP', 'WP', 'VBD', 'PRP', 'VBZ', 'VBG', 'DT', 'JJ', 'NN', '.']	['O', 'ORG', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	10	59	0.1694915254237288	10	59	49	Before Trump discussed Iran's breaches of the nuclear deal, he first demonstrated that contrary to the expressed views of his top advisers, it is impossible to limit a realistic discussion of  <BOS> The potential for Iranian nuclear proliferation poses a direct threat to US national security and interests <EOS>  to whether or not and it what manner it is breaching the nuclear accord.
449	not_propaganda	In these words are highlighted both the sacrifice, which <BOS> pertains to the essence of the Mass which is celebrated daily, and the sacrament in which the faithful participate in Holy Communion by eating the <EOS> Flesh of Christ and drinking His Blood, receiving both grace, the beginning of eternal life, and the medicine of immortality.	(10, 35)	['In', 'these', 'words', 'are', 'highlighted', 'both', 'the', 'sacrifice', ',', 'which', 'pertains', 'to', 'the', 'essence', 'of', 'the', 'Mass', 'which', 'is', 'celebrated', 'daily', ',', 'and', 'the', 'sacrament', 'in', 'which', 'the', 'faithful', 'participate', 'in', 'Holy', 'Communion', 'by', 'eating', 'the', 'Flesh', 'of', 'Christ', 'and', 'drinking', 'His', 'Blood', ',', 'receiving', 'both', 'grace', ',', 'the', 'beginning', 'of', 'eternal', 'life', ',', 'and', 'the', 'medicine', 'of', 'immortality', '.']	['IN', 'DT', 'NNS', 'VBP', 'VBN', 'PDT', 'DT', 'NN', ',', 'WDT', 'VBZ', 'TO', 'DT', 'NN', 'IN', 'DT', 'NNP', 'WDT', 'VBZ', 'VBN', 'RB', ',', 'CC', 'DT', 'NN', 'IN', 'WDT', 'DT', 'NN', 'NN', 'IN', 'NNP', 'NNP', 'IN', 'VBG', 'DT', 'NNP', 'IN', 'NNP', 'CC', 'VBG', 'PRP$', 'NN', ',', 'VBG', 'DT', 'NN', ',', 'DT', 'NN', 'IN', 'JJ', 'NN', ',', 'CC', 'DT', 'NN', 'IN', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	26	60	0.43333333333333335	26	60	34	
450	doubt	"Meanwhile, the local law enforcement investigative services are telling us there is no terrorist connectionlone gunman, again, <BOS> something is not adding up,"" <EOS> Perry replied."	(20, 26)	"['Meanwhile', ',', 'the', 'local', 'law', 'enforcement', 'investigative', 'services', 'are', 'telling', 'us', 'there', 'is', 'no', 'terrorist', 'connectionlone', 'gunman', ',', 'again', ',', 'something', 'is', 'not', 'adding', 'up', ',', ""''"", 'Perry', 'replied', '.']"	"['RB', ',', 'DT', 'JJ', 'NN', 'NN', 'JJ', 'NNS', 'VBP', 'VBG', 'PRP', 'EX', 'VBZ', 'DT', 'JJ', 'NN', 'NN', ',', 'RB', ',', 'NN', 'VBZ', 'RB', 'VBG', 'RP', ',', ""''"", 'NNP', 'VBD', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O']	7	30	0.23333333333333334	7	30	23	Meanwhile, the local law enforcement investigative services are telling us there is no terrorist connectionlone gunman, again,  <BOS> The evidence contradicts <EOS>  Perry replied.
451	not_propaganda	Isidore <BOS> D'Silva had <EOS> prepared a booklet with the liturgy for each day.	(1, 2)	"['Isidore', ""D'Silva"", 'had', 'prepared', 'a', 'booklet', 'with', 'the', 'liturgy', 'for', 'each', 'day', '.']"	['NNP', 'NNP', 'VBD', 'VBN', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']	['PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'DATE', 'O']	2	13	0.15384615384615385	2	13	11	
452	repetition	"Iran state TV news presenter: Listen to leader of Nation of Islam chanting ""<BOS> Death to America <EOS>"" Farrakhan [in Farsi]: ""Death to"""	(15, 17)	"['Iran', 'state', 'TV', 'news', 'presenter', ':', 'Listen', 'to', 'leader', 'of', 'Nation', 'of', 'Islam', 'chanting', '``', 'Death', 'to', 'America', '``', 'Farrakhan', '[', 'in', 'Farsi', ']', ':', '``', 'Death', 'to', ""''""]"	"['NNP', 'NN', 'NN', 'NN', 'NN', ':', 'VB', 'TO', 'NN', 'IN', 'NNP', 'IN', 'NNP', 'VBG', '``', 'NNP', 'TO', 'NNP', '``', 'NNP', 'NN', 'IN', 'NNP', 'NN', ':', '``', 'NN', 'TO', ""''""]"	['GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O']	3	29	0.10344827586206896	3	29	26	"Iran state TV news presenter: Listen to leader of Nation of Islam chanting "" <BOS> Destruction to America <EOS> "" Farrakhan [in Farsi]: ""Death to"""
453	not_propaganda	"""I have to ask forgiveness because the word <BOS> 'proof' wounded,"" he <EOS> said."	(9, 14)	"['``', 'I', 'have', 'to', 'ask', 'forgiveness', 'because', 'the', 'word', ""'proof"", ""'"", 'wounded', ',', ""''"", 'he', 'said', '.']"	"['``', 'PRP', 'VBP', 'TO', 'VB', 'NN', 'IN', 'DT', 'NN', 'POS', ""''"", 'VBD', ',', ""''"", 'PRP', 'VBD', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	6	17	0.35294117647058826	6	17	11	
454	repetition	<BOS> I don't know <EOS>.	(0, 3)	"['I', 'do', ""n't"", 'know', '.']"	['PRP', 'VBP', 'RB', 'VB', '.']	['O', 'O', 'O', 'O', 'O']	4	5	0.8	4	5	1	 <BOS> I don't know enough about that to say <EOS> .
455	not_propaganda	What the group of laymen should be doing, instead of petitioning that it be saved, is finding <BOS> a place <EOS> where the nuns can live their charism of religious life without episcopal harassment.	(19, 20)	['What', 'the', 'group', 'of', 'laymen', 'should', 'be', 'doing', ',', 'instead', 'of', 'petitioning', 'that', 'it', 'be', 'saved', ',', 'is', 'finding', 'a', 'place', 'where', 'the', 'nuns', 'can', 'live', 'their', 'charism', 'of', 'religious', 'life', 'without', 'episcopal', 'harassment', '.']	['WP', 'DT', 'NN', 'IN', 'NNS', 'MD', 'VB', 'VBG', ',', 'RB', 'IN', 'VBG', 'IN', 'PRP', 'VB', 'VBN', ',', 'VBZ', 'VBG', 'DT', 'NN', 'WRB', 'DT', 'NNS', 'MD', 'VB', 'PRP$', 'NN', 'IN', 'JJ', 'NN', 'IN', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	2	35	0.05714285714285714	2	35	33	
456	not_propaganda	He said he was being <BOS> framed. <EOS>	(5, 6)	['He', 'said', 'he', 'was', 'being', 'framed', '.']	['PRP', 'VBD', 'PRP', 'VBD', 'VBG', 'VBN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O']	2	7	0.2857142857142857	2	7	5	
457	repetition	"One of the talking points the media have latched onto is the whole business of ""<BOS> autonomy <EOS>"" of monasteries."	(16, 16)	['One', 'of', 'the', 'talking', 'points', 'the', 'media', 'have', 'latched', 'onto', 'is', 'the', 'whole', 'business', 'of', '``', 'autonomy', '``', 'of', 'monasteries', '.']	['CD', 'IN', 'DT', 'VBG', 'NNS', 'DT', 'NNS', 'VBP', 'VBN', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'IN', '``', 'JJ', '``', 'IN', 'NNS', '.']	['CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	21	0.047619047619047616	1	21	20	"One of the talking points the media have latched onto is the whole business of "" <BOS> One of the talking points the media have latched onto is the business of the monastery's internal operations. <EOS> "" of monasteries."
458	loaded_language	Coupled with her agents' destruction of thousands of e-mails that had been subpoenaed by Congress, Hillary's conduct was <BOS> criminally reckless <EOS> at the very least, if not constituting willful intent to commit an act she knew was wrongful.	(21, 22)	"['Coupled', 'with', 'her', 'agents', ""'"", 'destruction', 'of', 'thousands', 'of', 'e-mails', 'that', 'had', 'been', 'subpoenaed', 'by', 'Congress', ',', 'Hillary', ""'s"", 'conduct', 'was', 'criminally', 'reckless', 'at', 'the', 'very', 'least', ',', 'if', 'not', 'constituting', 'willful', 'intent', 'to', 'commit', 'an', 'act', 'she', 'knew', 'was', 'wrongful', '.']"	['VBN', 'IN', 'PRP$', 'NNS', 'POS', 'NN', 'IN', 'NNS', 'IN', 'NNS', 'WDT', 'VBD', 'VBN', 'VBN', 'IN', 'NNP', ',', 'NNP', 'POS', 'NN', 'VBD', 'RB', 'JJ', 'IN', 'DT', 'RB', 'JJS', ',', 'IN', 'RB', 'VBG', 'JJ', 'NN', 'TO', 'VB', 'DT', 'NN', 'PRP', 'VBD', 'VBD', 'JJ', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	2	42	0.047619047619047616	2	42	40	Coupled with her agents' destruction of thousands of e-mails that had been subpoenaed by Congress, Hillary's conduct was  <BOS> Maliciously intent on violating the law, she engaged in criminally reckless behavior. <EOS>  at the very least, if not constituting willful intent to commit an act she knew was wrongful.
459	appeal_to_fear_prejudice	<BOS> That's the real threat! <EOS>	(0, 5)	"['That', ""'s"", 'the', 'real', 'threat', '!']"	['DT', 'VBZ', 'DT', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O']	6	6	1.0	6	6	0	 <BOS> That's the primary danger! <EOS> 
460	not_propaganda	Mariawald was consequently affiliated, in the manner this document <BOS> describes, with a liberal house in the Netherlands whose superior, unsurprisingly, discovered <EOS> that the house was hopelessly divided and could not be saved.	(10, 24)	['Mariawald', 'was', 'consequently', 'affiliated', ',', 'in', 'the', 'manner', 'this', 'document', 'describes', ',', 'with', 'a', 'liberal', 'house', 'in', 'the', 'Netherlands', 'whose', 'superior', ',', 'unsurprisingly', ',', 'discovered', 'that', 'the', 'house', 'was', 'hopelessly', 'divided', 'and', 'could', 'not', 'be', 'saved', '.']	['NNP', 'VBD', 'RB', 'VBN', ',', 'IN', 'DT', 'NN', 'DT', 'NN', 'VBZ', ',', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'WP$', 'JJ', ',', 'RB', ',', 'VBD', 'IN', 'DT', 'NN', 'VBD', 'RB', 'VBN', 'CC', 'MD', 'RB', 'VB', 'VBN', '.']	['ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	15	37	0.40540540540540543	15	37	22	
461	appeal_to_fear_prejudice	<BOS> Thus, it is threatening U.S. forces and bases in the region <EOS>.	(0, 11)	['Thus', ',', 'it', 'is', 'threatening', 'U.S.', 'forces', 'and', 'bases', 'in', 'the', 'region', '.']	['RB', ',', 'PRP', 'VBZ', 'VBG', 'NNP', 'NNS', 'CC', 'NNS', 'IN', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	12	13	0.9230769230769231	12	13	1	 <BOS> Thus, it imperils U.S. forces and bases in the region, putting them at risk of harm <EOS> .
462	not_propaganda	"The schema from Cardinal Ottaviani was titled ""On Religious Tolerance"" and the other, from Cardinal Bea, was titled ""On Religious Freedom [Liberty]."" When we read these two schemas, we <BOS> thought, ""This <EOS> is impossible."	(39, 42)	"['The', 'schema', 'from', 'Cardinal', 'Ottaviani', 'was', 'titled', '``', 'On', 'Religious', 'Tolerance', ""''"", 'and', 'the', 'other', ',', 'from', 'Cardinal', 'Bea', ',', 'was', 'titled', '``', 'On', 'Religious', 'Freedom', '[', 'Liberty', ']', '.', ""''"", 'When', 'we', 'read', 'these', 'two', 'schemas', ',', 'we', 'thought', ',', '``', 'This', 'is', 'impossible', '.']"	"['DT', 'NN', 'IN', 'NNP', 'NNP', 'VBD', 'VBN', '``', 'IN', 'JJ', 'NN', ""''"", 'CC', 'DT', 'JJ', ',', 'IN', 'NNP', 'NNP', ',', 'VBD', 'VBN', '``', 'IN', 'JJ', 'NNP', 'NNP', 'NNP', 'NNP', '.', ""''"", 'WRB', 'PRP', 'VBP', 'DT', 'CD', 'NNS', ',', 'PRP', 'VBD', ',', '``', 'DT', 'VBZ', 'JJ', '.']"	['O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	4	46	0.08695652173913043	4	46	42	
463	causal_oversimplification	<BOS> Don Lemon thinks things like this, are just fine, and wants these people in the US. He just doesn't want white men here <EOS>.	(0, 26)	"['Don', 'Lemon', 'thinks', 'things', 'like', 'this', ',', 'are', 'just', 'fine', ',', 'and', 'wants', 'these', 'people', 'in', 'the', 'US', '.', 'He', 'just', 'does', ""n't"", 'want', 'white', 'men', 'here', '.']"	['NNP', 'NNP', 'VBZ', 'NNS', 'IN', 'DT', ',', 'VBP', 'RB', 'JJ', ',', 'CC', 'VBZ', 'DT', 'NNS', 'IN', 'DT', 'NNP', '.', 'PRP', 'RB', 'VBZ', 'RB', 'VB', 'JJ', 'NNS', 'RB', '.']	['PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	27	28	0.9642857142857143	27	28	1	 <BOS> Don Lemon believes that individuals with such perspectives are perfectly acceptable and should be allowed to reside in the US. He simply doesn't want white men to have the same privilege <EOS> .
464	loaded_language	The signatories go on to give voice to <BOS> the utter scandal of the pope's failure <EOS> to carry out his evangelical mission as the Vicar of Christ to call home the members of the Islamic faith:	(8, 15)	"['The', 'signatories', 'go', 'on', 'to', 'give', 'voice', 'to', 'the', 'utter', 'scandal', 'of', 'the', 'pope', ""'s"", 'failure', 'to', 'carry', 'out', 'his', 'evangelical', 'mission', 'as', 'the', 'Vicar', 'of', 'Christ', 'to', 'call', 'home', 'the', 'members', 'of', 'the', 'Islamic', 'faith', ':']"	['DT', 'NNS', 'VBP', 'IN', 'TO', 'VB', 'NN', 'TO', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'POS', 'NN', 'TO', 'VB', 'RP', 'PRP$', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'IN', 'NNP', 'TO', 'VB', 'NN', 'DT', 'NNS', 'IN', 'DT', 'NNP', 'NN', ':']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O']	8	37	0.21621621621621623	8	37	29	The signatories go on to give voice to  <BOS> the urgency of his missionary work <EOS>  to carry out his evangelical mission as the Vicar of Christ to call home the members of the Islamic faith:
465	flag_waving	"<BOS> For us, Hungary is first <EOS>.  not_propaganda	In another email exchange, Arnold correctly asserted that Australia is a country, linking to the About Australia"" section of the <BOS> country's website: <EOS>"	(0, 5)	"['For', 'us', ',', 'Hungary', 'is', 'first', '.', 'not_propaganda', 'In', 'another', 'email', 'exchange', ',', 'Arnold', 'correctly', 'asserted', 'that', 'Australia', 'is', 'a', 'country', ',', 'linking', 'to', 'the', 'About', 'Australia', ""''"", 'section', 'of', 'the', '<', 'BOS', '>', 'country', ""'s"", 'website', ':', '<', 'EOS', '>']"	"['IN', 'PRP', ',', 'NNP', 'VBZ', 'RB', '.', 'NN', 'IN', 'DT', 'NN', 'NN', ',', 'NNP', 'RB', 'VBD', 'IN', 'NNP', 'VBZ', 'DT', 'NN', ',', 'VBG', 'TO', 'DT', 'NNP', 'NNP', ""''"", 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NN', 'POS', 'NN', ':', 'JJ', 'NNP', 'NN']"	['O', 'GPE', 'O', 'GPE', 'O', 'ORDINAL', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O']	6	41	0.14634146341463414	6	41	35	" <BOS> In our view, Hungary holds a unique place, first among equals. <EOS> .  not_propaganda	In another email exchange, Arnold correctly asserted that Australia is a country, linking to the About Australia"" section of the <BOS> country's website: <EOS>"
466	not_propaganda	Who, reading this passage, does not feel the urge to shout down the years, to do something to <BOS> stave off the disaster that was <EOS> coming:	(21, 26)	['Who', ',', 'reading', 'this', 'passage', ',', 'does', 'not', 'feel', 'the', 'urge', 'to', 'shout', 'down', 'the', 'years', ',', 'to', 'do', 'something', 'to', 'stave', 'off', 'the', 'disaster', 'that', 'was', 'coming', ':']	['WP', ',', 'VBG', 'DT', 'NN', ',', 'VBZ', 'RB', 'VB', 'DT', 'NN', 'TO', 'VB', 'RP', 'DT', 'NNS', ',', 'TO', 'VB', 'NN', 'TO', 'VB', 'RP', 'DT', 'NN', 'WDT', 'VBD', 'VBG', ':']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'DATE', 'DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	6	29	0.20689655172413793	6	29	23	
467	flag_waving	<BOS> Every American owes it to himself to read that manual <EOS>.	(0, 9)	['Every', 'American', 'owes', 'it', 'to', 'himself', 'to', 'read', 'that', 'manual', '.']	['DT', 'JJ', 'VBZ', 'PRP', 'TO', 'PRP', 'TO', 'VB', 'DT', 'JJ', '.']	['O', 'NORP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	10	11	0.9090909090909091	10	11	1	 <BOS> Every American owes it to himself to take the time to thoroughly read that manual <EOS> .
468	not_propaganda	Here is where Ms. Ford's story becomes quite murky and <BOS> begins <EOS> to fall apart.	(11, 11)	"['Here', 'is', 'where', 'Ms.', 'Ford', ""'s"", 'story', 'becomes', 'quite', 'murky', 'and', 'begins', 'to', 'fall', 'apart', '.']"	['RB', 'VBZ', 'WRB', 'NNP', 'NNP', 'POS', 'NN', 'VBZ', 'RB', 'JJ', 'CC', 'VBZ', 'TO', 'VB', 'RB', '.']	['O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	16	0.0625	1	16	15	
469	not_propaganda	<BOS> Rupture? <EOS>	(0, 1)	['Rupture', '?']	['NN', '.']	['O', 'O']	2	2	1.0	2	2	0	
