original_index	label	silver_tagged_in_context
813	name_calling,labeling	The Deep State: The Fa... Mike Lofgren Best Price: $7.55 Buy New $6.00 (as of 11:45 EDT - Details) Trump ordered the DOJ to release the text messages of former FBI Director James Comey, his deputy Andrew McCabe, now-fired special agent Peter Strzok, former FBI attorney Lisa Page and  <BOS> Formerly twice-downgraded Justice Department official <EOS>  Bruce Ohr.
815	doubt	 <BOS> How can we trust them, given their clear bias? <EOS>  even as they express bias while investigating malfeasance?
817	appeal_to_fear_prejudice	 <BOS> Be cautious in China, where sonic weapon attacks have been reported. <EOS>  sonic weapon attacks, US tells citizens in China
818	exaggeration,minimisation	Everything that has happened has been in  <BOS> Seamless and unbroken <EOS>  continuity between the Before Church and the After Church; there has been no rupture or break with the past.
819	flag_waving	I tell you this with all seriousness:  <BOS> At some point, the American people will be forced to acknowledge these threats to our Second Amendment rights <EOS> .
821	loaded_language	""" <BOS> Boy, you all seek control. <EOS> ,"" he shouted."
822	exaggeration,minimisation	He explained he went to Jordan in part to find like-minded Muslims, and because  <BOS> To broaden one's understanding of the world and its diverse cultures, I believe it is essential to immerse oneself in the daily lives of people from different walks of life, fostering empathy and tolerance towards others <EOS> .
823	doubt	The author went on to write that  <BOS> that those in power must be held accountable by God's standards <EOS> .
825	doubt	If they wanted something on the guy,  <BOS> Why don't they know the guy's story <EOS> ?
826	doubt	"Wills' peaceful fantasy Qur'an raises one massive question that the author does not and cannot answer:  <BOS> What is the nature of this ""peaceful"" Islam that Garry Wills envisions, and why do so many Muslims misinterpret the Islamic holy book <EOS> ?"
827	name_calling,labeling	We will learn nothing about Kavanaugh that makes him any less eminently qualified for the Supreme Court, nothing that can add to the thousands of pages of documents already presented to the Committee, or the hundreds of hours of the judge's testimony before  <BOS> fanatical ideologues and self-serving bureaucrats <EOS> .
828	loaded_language	They want to prosecute Assange and maybe  <BOS> subvert the truth <EOS>  in Congress, but what about Judith Miller and The New York Times lying the West into war?
829	exaggeration,minimisation	Yet, from the very beginning,  <BOS> The mainstream media has consistently overlooked the possibility of a conspiracy <EOS>  to the possibility that Oswald was framed for the crime.
830	loaded_language	Meanwhile, another story just breaking at Fox News provides even more evidence that Peter Strzok is the big bad guy in the FBI  <BOS> The FBI's star witness, Peter Strzok, was the big bad guy in a cover-up <EOS> .
831	repetition	#Update: Teen who made national news after having  <BOS> Make America New <EOS>  hat stolen at a San Antonio fast food restaurant just got this in the mail.
832	exaggeration,minimisation	"Patel joked that being gay cannot be a choice because "" <BOS> No one wakes up in the morning and says, ""I'm just going to be myself today, with all my flaws and imperfections, but I'll add a few extra details to make it more interesting."" <EOS> .'"""
837	exaggeration,minimisation	"And it gets  <BOS> even more dubious <EOS> : ""The investigation, published Wednesday by the House Permanent Subcommittee on Investigations, further discloses secret efforts by top Obama administration officials to assure European countries they would receive a pass from U.S. sanctions if they engaged in business with Iran."""
838	repetition	" <BOS> There is no room for such ideologies in Islam. <EOS> ."" And he has also said: ""Authentic Islam and the proper reading of the Koran are opposed to every form of violence."""
839	flag_waving	"Not surprisingly, the CIA's Mexico City operations regarding Oswald are among the 98 percent of the records that Trump and the CIA have chosen to continue  <BOS> obscuring the truth <EOS> , on grounds of ""national security"" of course."
840	repetition	"With  <BOS> Make America Great Again <EOS>  hat in hand, the man walks away saying ""Bitch ass motherf**ker."""
843	causal_oversimplification	 <BOS> This fiasco could have been averted if San Francisco had simply handed over the alien to immigration enforcement as we requested, rather than releasing him back onto the streets, as they did. <EOS>  ICE Director Thomas Homan said in a statement on Thursday.
844	loaded_language	As Paul Sperry writes at the New York Post, working with Sen. Dianne Feinstein (D-Calif.) and backed financially by George Soros's money, Ford's lawyers spent the last few days  <BOS> Abusing the process <EOS> .
845	loaded_language	The sum of all this has been, as in many other episodes, that Trump and his White House are a gang that can't shoot straight and that he's eager to blame his allies and lash out at his enemies in  <BOS> <final_output> <unsavory antics> </final_output> <EOS>  when things go wrong.
846	name_calling,labeling	"In his 2005 book Memory and Identity, John Paul referred to homosexuality as  <BOS> an ""abomination of morality"" <EOS> ,"" insisting of so-called 'gay marriage' that:"
848	causal_oversimplification	Once again this year we see that  <BOS> Ramadan is a symbol of Islamic devotion <EOS> .
851	doubt	 <BOS> What's Berg's blog post on that? <EOS> 
852	appeal_to_fear_prejudice	 <BOS> In light of this, the sheer scale of the procession and the majority that comprise those approaching our border should be enough to dispel any doubts <EOS> .
853	repetition	 <BOS> I refuse to make that claim <EOS> .
855	name_calling,labeling	I might suggest  <BOS> He's a renegade <EOS>  now.
856	exaggeration,minimisation	British politician Nigel Farage once helped convince Britons to vote for Brexit and separate from the European Union, but British establishment politicians have done  <BOS> all they had at their disposal <EOS>  to sabotage that vote since then.
857	flag_waving	The Iranians also operate a global network of jihad terror organizations, one of which, Hizballah, is quite active in Mexico now, with the obvious ultimate intention of crossing the border and committing jihad massacres  <BOS> of U.S. citizens <EOS> .
858	loaded_language	 <BOS> A DEADLOCK <EOS>  .
859	appeal_to_fear_prejudice	And it won't bring down the regime which by its nature ensures all of these things will remain  <BOS> a foundation for these things to persist <EOS> .
861	loaded_language	"This  <BOS> Dogmatic rigidity <EOS>  is the model under which ""conservatives"" have operated all this time, and by which they have judged a man like Joseph Ratzinger to be a ""conservative champion of orthodoxy."" And what has this achieved?"
862	causal_oversimplification	Whatever else might be said about the assassination of President Kennedy, one thing is for sure:  <BOS> The orchestration of this U.S. assassination plot <EOS>  was one of the most ingenious and cunning plots ever designed.
864	loaded_language	 <BOS> They throw tantrums and make scenes and spin lies and mope <EOS> .
865	name_calling,labeling	This email leaked to Fox News and Breitbart News and is now likely to become a centerpiece in the case that Google is throwing its weight around to interfere in elections in the United States in a partisan manner against  <BOS> the democratically chosen Leader of the United States <EOS> .
866	appeal_to_fear_prejudice	But the worst news is that the epidemic could  <BOS> break out at any moment, spreading rapidly across the globe <EOS> .
867	flag_waving	The American Medical Association (AMA) should seriously consider changing their names since they are about as  <BOS> anti-gun and pro-public health measures taken by the gun lobby are a laughable contradiction <EOS>  as it comes in their new demands for gun confiscation measures, which include guns and ammunition confiscation, as well as universal gun registration.
