	label	tagged_in_context	span_bounds	all_tokens	all_pos_tokens	all_ner_tokens	silver_tagged_in_context
115	causal_oversimplification	I think their strong words and hysteria are <BOS> driven by their own guilt <EOS>.	(8, 12)	['I', 'think', 'their', 'strong', 'words', 'and', 'hysteria', 'are', 'driven', 'by', 'their', 'own', 'guilt', '.']	['PRP', 'VBP', 'PRP$', 'JJ', 'NNS', 'CC', 'NNS', 'VBP', 'VBN', 'IN', 'PRP$', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	I think their strong words and hysteria are  <BOS> motivated by their own remorse <EOS> .
116	not_propaganda	In Wake <BOS> Of Elections, Migrant Caravan <EOS> Resumes March Towards US Border	(2, 6)	['In', 'Wake', 'Of', 'Elections', ',', 'Migrant', 'Caravan', 'Resumes', 'March', 'Towards', 'US', 'Border']	['IN', 'NNP', 'IN', 'NNP', ',', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']	['O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'DATE', 'O', 'O', 'O']	
117	not_propaganda	And hours after The Daily <BOS> Caller <EOS> News Foundation asked prosecutors about the disclosure, Awan's lawyer said he had learned of the forthcoming story from a source on Capitol Hill.	(5, 5)	"['And', 'hours', 'after', 'The', 'Daily', 'Caller', 'News', 'Foundation', 'asked', 'prosecutors', 'about', 'the', 'disclosure', ',', 'Awan', ""'s"", 'lawyer', 'said', 'he', 'had', 'learned', 'of', 'the', 'forthcoming', 'story', 'from', 'a', 'source', 'on', 'Capitol', 'Hill', '.']"	['CC', 'NNS', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', 'VBD', 'NNS', 'IN', 'DT', 'NN', ',', 'NNP', 'POS', 'NN', 'VBD', 'PRP', 'VBD', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNP', '.']	['O', 'TIME', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'O']	
118	repetition	<BOS> That is sacrilege <EOS>.	(0, 2)	['That', 'is', 'sacrilege', '.']	['DT', 'VBZ', 'JJ', '.']	['O', 'O', 'O', 'O']	 <BOS> That's an abomination <EOS> .
119	flag_waving	Do they believe their old agenda of open borders, amnesty, free trade globalism and democracy-crusading can become <BOS> America <EOS>'s agenda again?	(19, 19)	"['Do', 'they', 'believe', 'their', 'old', 'agenda', 'of', 'open', 'borders', ',', 'amnesty', ',', 'free', 'trade', 'globalism', 'and', 'democracy-crusading', 'can', 'become', 'America', ""'s"", 'agenda', 'again', '?']"	['VBP', 'PRP', 'VBP', 'PRP$', 'JJ', 'NN', 'IN', 'JJ', 'NNS', ',', 'NN', ',', 'JJ', 'NN', 'NN', 'CC', 'NN', 'MD', 'VB', 'NNP', 'POS', 'NN', 'RB', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O', 'O', 'O']	Do they believe their old agenda of open borders, amnesty, free trade globalism and democracy-crusading can become  <BOS> The land of crony capitalism and the home of the entitled <EOS> 's agenda again?
120	not_propaganda	HANNITY: <BOS> You are so good at your job. <EOS>	(2, 9)	['HANNITY', ':', 'You', 'are', 'so', 'good', 'at', 'your', 'job', '.']	['NN', ':', 'PRP', 'VBP', 'RB', 'JJ', 'IN', 'PRP$', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
121	not_propaganda	<BOS> Ask yourself: If someone has just assassinated the president of the United <EOS> States, is he really going to take the time to hide the rifle?	(0, 12)	['Ask', 'yourself', ':', 'If', 'someone', 'has', 'just', 'assassinated', 'the', 'president', 'of', 'the', 'United', 'States', ',', 'is', 'he', 'really', 'going', 'to', 'take', 'the', 'time', 'to', 'hide', 'the', 'rifle', '?']	['NNP', 'PRP', ':', 'IN', 'NN', 'VBZ', 'RB', 'VBN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNPS', ',', 'VBZ', 'PRP', 'RB', 'VBG', 'TO', 'VB', 'DT', 'NN', 'TO', 'VB', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'GPE', 'GPE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
122	not_propaganda	Tea With the Curate: The <BOS> Attack on Marriage is an Attack on Christ in <EOS> the Eucharist	(6, 14)	['Tea', 'With', 'the', 'Curate', ':', 'The', 'Attack', 'on', 'Marriage', 'is', 'an', 'Attack', 'on', 'Christ', 'in', 'the', 'Eucharist']	['NN', 'IN', 'DT', 'NN', ':', 'DT', 'NNP', 'IN', 'NNP', 'VBZ', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP']	
123	doubt	<BOS> The story was completely false and the Guardian knew it was. It disregarded and left out the denials the subjects of the story had issued before it was published <EOS>.	(0, 29)	['The', 'story', 'was', 'completely', 'false', 'and', 'the', 'Guardian', 'knew', 'it', 'was', '.', 'It', 'disregarded', 'and', 'left', 'out', 'the', 'denials', 'the', 'subjects', 'of', 'the', 'story', 'had', 'issued', 'before', 'it', 'was', 'published', '.']	['DT', 'NN', 'VBD', 'RB', 'JJ', 'CC', 'DT', 'NNP', 'VBD', 'PRP', 'VBD', '.', 'PRP', 'VBD', 'CC', 'VBD', 'RP', 'DT', 'NNS', 'DT', 'NNS', 'IN', 'DT', 'NN', 'VBD', 'VBN', 'IN', 'PRP', 'VBD', 'VBN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	 <BOS> The narrative was fabricated, and the Guardian was aware of it, yet it ignored and omitted the refutations from the individuals involved, which had been submitted prior to publication <EOS> .
124	loaded_language	She offered no evidence  nor was asked for any  to back her <BOS> grave allegations <EOS>.	(12, 13)	['She', 'offered', 'no', 'evidence', 'nor', 'was', 'asked', 'for', 'any', 'to', 'back', 'her', 'grave', 'allegations', '.']	['PRP', 'VBD', 'DT', 'NN', 'CC', 'VBD', 'VBN', 'IN', 'DT', 'TO', 'VB', 'PRP$', 'NN', 'NNS', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	She offered no evidence  nor was asked for any  to back her  <BOS> She offered no evidence, nor was she asked for any, to back her baseless claims <EOS> .
125	not_propaganda	Will Brett Kavanaugh be confirmed to <BOS> the <EOS> Supreme Court?	(6, 6)	['Will', 'Brett', 'Kavanaugh', 'be', 'confirmed', 'to', 'the', 'Supreme', 'Court', '?']	['MD', 'NNP', 'NNP', 'VB', 'VBN', 'TO', 'DT', 'NNP', 'NNP', '.']	['PERSON', 'PERSON', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O']	
126	not_propaganda	Western authorities should be pondering <BOS> his <EOS> words, and their implications, very carefully.	(5, 5)	['Western', 'authorities', 'should', 'be', 'pondering', 'his', 'words', ',', 'and', 'their', 'implications', ',', 'very', 'carefully', '.']	['JJ', 'NNS', 'MD', 'VB', 'VBG', 'PRP$', 'NNS', ',', 'CC', 'PRP$', 'NNS', ',', 'RB', 'RB', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
127	not_propaganda	At the time it didn't draw much attention from the English language <BOS> press  mostly at that time distracted <EOS> by the ongoing battle of the notorious Kasper Proposal and the oncoming Synods.	(13, 18)	"['At', 'the', 'time', 'it', 'did', ""n't"", 'draw', 'much', 'attention', 'from', 'the', 'English', 'language', 'press', 'mostly', 'at', 'that', 'time', 'distracted', 'by', 'the', 'ongoing', 'battle', 'of', 'the', 'notorious', 'Kasper', 'Proposal', 'and', 'the', 'oncoming', 'Synods', '.']"	['IN', 'DT', 'NN', 'PRP', 'VBD', 'RB', 'VB', 'JJ', 'NN', 'IN', 'DT', 'NNP', 'NN', 'NN', 'RB', 'IN', 'DT', 'NN', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NNP', 'NNP', 'CC', 'DT', 'VBG', 'NNP', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LANGUAGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'NORP', 'O']	
128	exaggeration,minimisation	"The enemies of Francis have declared war."" Notice that for Winters it is not the Church or the integrity of her doctrine and discipline that must be defended against enemies, but only Bergoglio and the regime of novelty he is leading to <BOS> its final extremity <EOS>."	(45, 47)	"['The', 'enemies', 'of', 'Francis', 'have', 'declared', 'war', '.', ""''"", 'Notice', 'that', 'for', 'Winters', 'it', 'is', 'not', 'the', 'Church', 'or', 'the', 'integrity', 'of', 'her', 'doctrine', 'and', 'discipline', 'that', 'must', 'be', 'defended', 'against', 'enemies', ',', 'but', 'only', 'Bergoglio', 'and', 'the', 'regime', 'of', 'novelty', 'he', 'is', 'leading', 'to', 'its', 'final', 'extremity', '.']"	"['DT', 'NNS', 'IN', 'NNP', 'VBP', 'VBN', 'NN', '.', ""''"", 'NNP', 'IN', 'IN', 'NNS', 'PRP', 'VBZ', 'RB', 'DT', 'NN', 'CC', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'CC', 'NN', 'WDT', 'MD', 'VB', 'VBN', 'IN', 'NNS', ',', 'CC', 'RB', 'NNP', 'CC', 'DT', 'NN', 'IN', 'NN', 'PRP', 'VBZ', 'VBG', 'TO', 'PRP$', 'JJ', 'NN', '.']"	['O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	"The enemies of Francis have declared war."" Notice that for Winters it is not the Church or the integrity of her doctrine and discipline that must be defended against enemies, but only Bergoglio and the regime of novelty he is leading to  <BOS> its final stand <EOS> ."
129	not_propaganda	"""UK ambassador conveys concerns over Trump retweet to White <BOS> House,"" by Rowena Mason, Guardian, November <EOS> 30, 2017:"	(10, 19)	"['``', 'UK', 'ambassador', 'conveys', 'concerns', 'over', 'Trump', 'retweet', 'to', 'White', 'House', ',', ""''"", 'by', 'Rowena', 'Mason', ',', 'Guardian', ',', 'November', '30', ',', '2017', ':']"	"['``', 'NNP', 'NN', 'NNS', 'NNS', 'IN', 'NNP', 'NN', 'TO', 'NNP', 'NNP', ',', ""''"", 'IN', 'NNP', 'NNP', ',', 'NNP', ',', 'NNP', 'CD', ',', 'CD', ':']"	['O', 'GPE', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'ORG', 'ORG', 'O', 'O', 'O', 'ORG', 'ORG', 'O', 'ORG', 'O', 'DATE', 'DATE', 'DATE', 'DATE', 'O']	
130	not_propaganda	Today Corker has nothing to restrain him <BOS> from scuttling <EOS> Trump's agenda.	(7, 8)	"['Today', 'Corker', 'has', 'nothing', 'to', 'restrain', 'him', 'from', 'scuttling', 'Trump', ""'s"", 'agenda', '.']"	['NN', 'NNP', 'VBZ', 'NN', 'TO', 'VB', 'PRP', 'IN', 'VBG', 'NNP', 'POS', 'NN', '.']	['O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O']	
131	not_propaganda	Should military force be used to stop the caravan of migrants marching toward the <BOS> U.S. <EOS> border?	(14, 14)	['Should', 'military', 'force', 'be', 'used', 'to', 'stop', 'the', 'caravan', 'of', 'migrants', 'marching', 'toward', 'the', 'U.S.', 'border', '?']	['MD', 'VB', 'NN', 'VB', 'VBN', 'TO', 'VB', 'DT', 'NN', 'IN', 'NNS', 'VBG', 'IN', 'DT', 'NNP', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'GPE', 'O', 'O']	
132	not_propaganda	The reform is here, and it is brought about through obedience, to the Council, to <BOS> the bishop, to the priest. <EOS>	(18, 24)	['The', 'reform', 'is', 'here', ',', 'and', 'it', 'is', 'brought', 'about', 'through', 'obedience', ',', 'to', 'the', 'Council', ',', 'to', 'the', 'bishop', ',', 'to', 'the', 'priest', '.']	['DT', 'NN', 'VBZ', 'RB', ',', 'CC', 'PRP', 'VBZ', 'VBN', 'IN', 'IN', 'NN', ',', 'TO', 'DT', 'NNP', ',', 'TO', 'DT', 'NN', ',', 'TO', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
133	not_propaganda	"Authentic autonomy, independence of formation and <BOS> finances, ""are essential points of our charism that Our Holy Mother established and to do away with them is to do <EOS> away with the charism."""	(7, 29)	"['Authentic', 'autonomy', ',', 'independence', 'of', 'formation', 'and', 'finances', ',', '``', 'are', 'essential', 'points', 'of', 'our', 'charism', 'that', 'Our', 'Holy', 'Mother', 'established', 'and', 'to', 'do', 'away', 'with', 'them', 'is', 'to', 'do', 'away', 'with', 'the', 'charism', '.', ""''""]"	"['JJ', 'NN', ',', 'NN', 'IN', 'NN', 'CC', 'NNS', ',', '``', 'VBP', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', 'IN', 'PRP$', 'NNP', 'NNP', 'VBD', 'CC', 'TO', 'VB', 'RP', 'IN', 'PRP', 'VBZ', 'TO', 'VB', 'RB', 'IN', 'DT', 'NN', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
134	not_propaganda	"Articles 54-64 offer an interim measure in the case of ""incapacity"" that is really <BOS> just more <EOS> of the second thing."	(16, 17)	"['Articles', '54-64', 'offer', 'an', 'interim', 'measure', 'in', 'the', 'case', 'of', '``', 'incapacity', ""''"", 'that', 'is', 'really', 'just', 'more', 'of', 'the', 'second', 'thing', '.']"	"['NNS', 'CD', 'VBP', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', '``', 'NN', ""''"", 'WDT', 'VBZ', 'RB', 'RB', 'JJR', 'IN', 'DT', 'JJ', 'NN', '.']"	['O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORDINAL', 'O', 'O']	
135	not_propaganda	Vigan Doubles Down, Accuses <BOS> Francis of Losing Sight <EOS> of Christ	(5, 8)	['Vigan', 'Doubles', 'Down', ',', 'Accuses', 'Francis', 'of', 'Losing', 'Sight', 'of', 'Christ']	['NNP', 'NNP', 'NNP', ',', 'NNP', 'NNP', 'IN', 'VBG', 'NNP', 'IN', 'NNP']	['GPE', 'PERSON', 'PERSON', 'O', 'O', 'PERSON', 'O', 'O', 'O', 'O', 'O']	
136	not_propaganda	The aides named are Imran Awan, his wife Hina Alvi, his <BOS> brothers <EOS> Abid and Jamal, and his friend Rao Abbas, Pakistani-born aides.	(13, 13)	['The', 'aides', 'named', 'are', 'Imran', 'Awan', ',', 'his', 'wife', 'Hina', 'Alvi', ',', 'his', 'brothers', 'Abid', 'and', 'Jamal', ',', 'and', 'his', 'friend', 'Rao', 'Abbas', ',', 'Pakistani-born', 'aides', '.']	['DT', 'NNS', 'VBN', 'VBP', 'NNP', 'NNP', ',', 'PRP$', 'NN', 'NNP', 'NNP', ',', 'PRP$', 'NNS', 'NNP', 'CC', 'NNP', ',', 'CC', 'PRP$', 'NN', 'NNP', 'NNP', ',', 'NNP', 'NNS', '.']	['O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'GPE', 'O', 'GPE', 'O', 'O', 'O', 'O', 'PERSON', 'PERSON', 'O', 'O', 'O', 'O']	
137	not_propaganda	<BOS> But your actions and words <EOS> too often seem intent on doing the opposite.	(0, 4)	['But', 'your', 'actions', 'and', 'words', 'too', 'often', 'seem', 'intent', 'on', 'doing', 'the', 'opposite', '.']	['CC', 'PRP$', 'NNS', 'CC', 'NNS', 'RB', 'RB', 'VBP', 'NN', 'IN', 'VBG', 'DT', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
138	appeal_to_fear_prejudice	"And during the discourse of the Secretary of the Episcopal Conference, [the Secretary] said, ""<BOS> in the name of the Declaration of Religious Freedom [of Vatican II], we ask the President to remove this article in the Constitution <EOS>."""	(19, 44)	"['And', 'during', 'the', 'discourse', 'of', 'the', 'Secretary', 'of', 'the', 'Episcopal', 'Conference', ',', '[', 'the', 'Secretary', ']', 'said', ',', '``', 'in', 'the', 'name', 'of', 'the', 'Declaration', 'of', 'Religious', 'Freedom', '[', 'of', 'Vatican', 'II', ']', ',', 'we', 'ask', 'the', 'President', 'to', 'remove', 'this', 'article', 'in', 'the', 'Constitution', '.', ""''""]"	"['CC', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'IN', 'DT', 'NNP', 'NNP', ',', 'VBD', 'DT', 'NNP', 'NNP', 'VBD', ',', '``', 'IN', 'DT', 'NN', 'IN', 'DT', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP', 'NNP', ',', 'PRP', 'VBP', 'DT', 'NNP', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NNP', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'WORK_OF_ART', 'O', 'O', 'EVENT', 'EVENT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LAW', 'O', 'O']	"And during the discourse of the Secretary of the Episcopal Conference, [the Secretary] said, "" <BOS> We must respect the will of the people and uphold the principles of religious freedom, lest we face the consequences of our actions. <EOS> ."""
139	not_propaganda	"However, the totality of the evidence points to <BOS> possible <EOS> immigration fraud and student loan fraud."" What's more, she swore to apparent falsehoods in court."	(9, 9)	"['However', ',', 'the', 'totality', 'of', 'the', 'evidence', 'points', 'to', 'possible', 'immigration', 'fraud', 'and', 'student', 'loan', 'fraud', '.', ""''"", 'What', ""'s"", 'more', ',', 'she', 'swore', 'to', 'apparent', 'falsehoods', 'in', 'court', '.']"	"['RB', ',', 'DT', 'NN', 'IN', 'DT', 'NN', 'NNS', 'TO', 'JJ', 'NN', 'NN', 'CC', 'NN', 'NN', 'NN', '.', ""''"", 'WP', 'VBZ', 'JJR', ',', 'PRP', 'VBD', 'TO', 'JJ', 'NNS', 'IN', 'NN', '.']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
140	not_propaganda	Email This field is for validation purposes <BOS> and should be left unchanged. <EOS>	(7, 12)	['Email', 'This', 'field', 'is', 'for', 'validation', 'purposes', 'and', 'should', 'be', 'left', 'unchanged', '.']	['NNP', 'DT', 'NN', 'VBZ', 'IN', 'NN', 'NNS', 'CC', 'MD', 'VB', 'VBN', 'JJ', '.']	['PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
141	causal_oversimplification	<BOS> These groups of people are simply enemies of the cross of Christ and know not the power of God unto salvation <EOS> (Philippians 3:18).	(0, 20)	['These', 'groups', 'of', 'people', 'are', 'simply', 'enemies', 'of', 'the', 'cross', 'of', 'Christ', 'and', 'know', 'not', 'the', 'power', 'of', 'God', 'unto', 'salvation', '(', 'Philippians', '3:18', ')', '.']	['DT', 'NNS', 'IN', 'NNS', 'VBP', 'RB', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NNP', 'CC', 'VB', 'RB', 'DT', 'NN', 'IN', 'NNP', 'JJ', 'NN', '(', 'NNPS', 'CD', ')', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'NORP', 'O', 'O', 'O']	 <BOS> These groups of people are fundamentally at odds with the cross of Christ and lack an understanding of the redemptive power of God's salvation. <EOS>  (Philippians 3:18).
142	not_propaganda	"If another attendee says, ""He was totally sober and with me <BOS> the <EOS> whole time,"" that helps Kavanaugh."	(13, 13)	"['If', 'another', 'attendee', 'says', ',', '``', 'He', 'was', 'totally', 'sober', 'and', 'with', 'me', 'the', 'whole', 'time', ',', ""''"", 'that', 'helps', 'Kavanaugh', '.']"	"['IN', 'DT', 'NN', 'VBZ', ',', '``', 'PRP', 'VBD', 'RB', 'JJ', 'CC', 'IN', 'PRP', 'DT', 'JJ', 'NN', ',', ""''"", 'WDT', 'VBZ', 'NNP', '.']"	['O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
143	not_propaganda	<BOS> America's <EOS> Immigration Voice.	(0, 1)	"['America', ""'s"", 'Immigration', 'Voice', '.']"	['NNP', 'POS', 'NNP', 'NNP', '.']	['GPE', 'O', 'ORG', 'ORG', 'O']	
144	appeal_to_fear_prejudice	Members of the group and advocates say <BOS> they fear they could face discrimination or violence if forced to return to the world's largest Muslim-majority country <EOS>.	(7, 25)	"['Members', 'of', 'the', 'group', 'and', 'advocates', 'say', 'they', 'fear', 'they', 'could', 'face', 'discrimination', 'or', 'violence', 'if', 'forced', 'to', 'return', 'to', 'the', 'world', ""'s"", 'largest', 'Muslim-majority', 'country', '.']"	['NNS', 'IN', 'DT', 'NN', 'CC', 'NNS', 'VBP', 'PRP', 'VBP', 'PRP', 'MD', 'VB', 'NN', 'CC', 'NN', 'IN', 'VBN', 'TO', 'VB', 'TO', 'DT', 'NN', 'POS', 'JJS', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	Members of the group and advocates say  <BOS> they fear they could be at risk of physical or emotional harm if compelled to return to their homeland <EOS> .
145	repetition	"<BOS> I have never <EOS> reached out to Assange or WikiLeaks on any matter."""	(0, 2)	"['I', 'have', 'never', 'reached', 'out', 'to', 'Assange', 'or', 'WikiLeaks', 'on', 'any', 'matter', '.', ""''""]"	"['PRP', 'VBP', 'RB', 'VBN', 'RP', 'TO', 'NNP', 'CC', 'NNP', 'IN', 'DT', 'NN', '.', ""''""]"	['O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O']	" <BOS> I've never had contact with <EOS>  reached out to Assange or WikiLeaks on any matter."""
146	exaggeration,minimisation	"Trump alleged in a morning tweet series that the former FBI director is ""Disgraced and discredited,"" claiming <BOS> his staff amounts to nothing more than a ""group of Angry Democrat Thugs <EOS>."""	(20, 33)	"['Trump', 'alleged', 'in', 'a', 'morning', 'tweet', 'series', 'that', 'the', 'former', 'FBI', 'director', 'is', '``', 'Disgraced', 'and', 'discredited', ',', ""''"", 'claiming', 'his', 'staff', 'amounts', 'to', 'nothing', 'more', 'than', 'a', '``', 'group', 'of', 'Angry', 'Democrat', 'Thugs', '.', ""''""]"	"['NNP', 'VBD', 'IN', 'DT', 'NN', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NNP', 'NN', 'VBZ', '``', 'NNP', 'CC', 'VBD', ',', ""''"", 'VBG', 'PRP$', 'NN', 'NNS', 'TO', 'NN', 'JJR', 'IN', 'DT', '``', 'NN', 'IN', 'NNP', 'NNP', 'NNP', '.', ""''""]"	['O', 'O', 'O', 'O', 'TIME', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'PRODUCT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O', 'O']	"Trump alleged in a morning tweet series that the former FBI director is ""Disgraced and discredited,"" claiming  <BOS> his staff is a bunch of Democratic hacks <EOS> ."""
147	not_propaganda	So, why the <BOS> April <EOS> deadline?	(4, 4)	['So', ',', 'why', 'the', 'April', 'deadline', '?']	['RB', ',', 'WRB', 'DT', 'NNP', 'NN', '.']	['O', 'O', 'O', 'O', 'DATE', 'O', 'O']	
148	not_propaganda	The constellation is best-known for the Andromeda Galaxy, which is one of the most <BOS> famous objects in the sky that can <EOS> be seen with the naked eye.	(15, 21)	['The', 'constellation', 'is', 'best-known', 'for', 'the', 'Andromeda', 'Galaxy', ',', 'which', 'is', 'one', 'of', 'the', 'most', 'famous', 'objects', 'in', 'the', 'sky', 'that', 'can', 'be', 'seen', 'with', 'the', 'naked', 'eye', '.']	['DT', 'NN', 'VBZ', 'JJ', 'IN', 'DT', 'NNP', 'NNP', ',', 'WDT', 'VBZ', 'CD', 'IN', 'DT', 'RBS', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'WDT', 'MD', 'VB', 'VBN', 'IN', 'DT', 'JJ', 'NN', '.']	['O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'CARDINAL', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	
